,result,top_win_rate,top_lane_kill_rate,top_kda,top_kill_participate,top_damage,jg_win_rate,jg_kda,jg_kill_participate,jg_damage,mid_win_rate,mid_lane_kill_rate,mid_kda,mid_kill_participate,mid_damage,adc_win_rate,adc_lane_kill_rate,adc_kda,adc_kill_participate,adc_damage,sup_win_rate,sup_lane_kill_rate,sup_kda,sup_kill_participate
10,0,0.47350000000000003,0.4764,0.5501222493887531,0.5263157894736843,0.4330779392338177,0.5418000000000001,0.5155925155925155,0.5070850202429149,0.48066372273518,0.48990000000000006,0.5253,0.5029013539651838,0.5042643923240938,0.4752900337992144,0.48479999999999995,0.5325,0.4923954372623574,0.5005117707267145,0.4623965965492791,0.4673,0.5504,0.536,0.5118534482758621
11,1,0.5504,0.3978,0.5603448275862069,0.5152998776009792,0.5018151946365635,0.4964,0.5095137420718816,0.496875,0.4965960665658094,0.4917,0.4548,0.5091649694501018,0.5128755364806867,0.49700079497000793,0.5267000000000001,0.544,0.538,0.5247422680412371,0.5485418314494935,0.5216,0.4693,0.5746887966804979,0.5166130760986066
12,1,0.5,0.5,0.5,0.5,0.5,0.5043,0.5481611208406305,0.5069169960474309,0.3923797762603516,0.5253,0.6138,0.4590163934426229,0.4952178533475027,0.543232803446739,0.4681,0.4299,0.4150197628458498,0.4644696189495366,0.4866077250084761,0.47840000000000005,0.5307,0.425311203319502,0.4833869239013933
13,0,0.5344,0.49079999999999996,0.4972375690607735,0.5059445178335535,0.5372902241520948,0.5095000000000001,0.5244897959183673,0.5187007874015749,0.44770861833105335,0.4926,0.6258,0.5032967032967033,0.4977477477477477,0.4391622600224023,0.49770000000000003,0.5337,0.5198412698412699,0.5092592592592592,0.5366165163861146,0.45909999999999995,0.5711999999999999,0.4158415841584158,0.5029515938606848
14,0,0.5207,0.47200000000000003,0.42558139534883715,0.4723557692307693,0.4469587508739222,0.4615,0.454,0.5294117647058824,0.5792626613084392,0.5,0.5,0.5,0.5,0.5,0.5172,0.508,0.5631067961165048,0.5140771637122001,0.5309301395326949,0.479,0.5793,0.47727272727272724,0.501199040767386
15,0,0.5287,0.5361,0.42995169082125606,0.4810457516339869,0.5651167443056786,0.5043,0.5347826086956522,0.4893832153690596,0.5069774092078925,0.4917,0.4548,0.5091649694501018,0.5128755364806867,0.49700079497000793,0.5,0.5,0.5,0.5,0.5,0.5178,0.6742,0.49330783938814526,0.45168067226890757
16,0,0.5632,0.3393,0.6307339449541284,0.5261044176706827,0.3323380405785751,0.4722,0.49152542372881347,0.498,0.5216544117647058,0.505,0.6614,0.48353909465020584,0.5021321961620469,0.5441815051774198,0.5,0.5,0.5,0.5,0.5,0.5345000000000001,0.5904,0.640113798008535,0.5178764897074756
17,1,0.49060000000000004,0.5171,0.5103626943005182,0.5058214747736093,0.5090347534926682,0.49570000000000003,0.4652173913043479,0.5106167846309403,0.49302259079210753,0.4559,0.5546,0.44045368620037806,0.4870317002881845,0.47052985609527487,0.4733,0.456,0.462,0.4752577319587629,0.45145816855050647,0.5444,0.3788,0.502803738317757,0.5303347280334728
18,1,0.4902,0.47229999999999994,0.5351473922902494,0.5047169811320754,0.4552206315465977,0.5266,0.5144508670520231,0.4953271028037383,0.5256872552440774,0.5,0.5,0.5,0.5,0.5,0.499,0.5943999999999999,0.5101626016260162,0.4978947368421052,0.5210640798059855,0.5056,0.4743,0.5207986688851913,0.5479910714285715
19,1,0.5052000000000001,0.5733,0.5647321428571429,0.5012019230769231,0.45798942391091463,0.4964,0.5095137420718816,0.496875,0.4965960665658094,0.5,0.5,0.5,0.5,0.5,0.5138,0.5656,0.49367088607594933,0.4989293361884368,0.5348905972797161,0.5361,0.5019,0.5518590998043054,0.5389369592088998
20,0,0.5117,0.45799999999999996,0.45190156599552567,0.47766749379652607,0.5014578144931058,0.5222,0.42037037037037034,0.44554455445544555,0.573044552544205,0.451,0.48960000000000004,0.448512585812357,0.4660297239915075,0.4594245903754354,0.4918,0.47130000000000005,0.505175983436853,0.510548523206751,0.5186008047594362,0.5301,0.4746,0.4464692482915717,0.5156756756756757
21,0,0.5639000000000001,0.4693,0.5351473922902494,0.5,0.46963720350858984,0.5014000000000001,0.4670912951167729,0.48615384615384616,0.45796890986501204,0.4719,0.6726000000000001,0.5966542750929368,0.5306345733041575,0.4615097159940209,0.5039,0.5892000000000001,0.5274509803921569,0.5257623554153523,0.5121266926358746,0.5138,0.5375,0.41959064327485385,0.49894291754756875
22,1,0.4755,0.5916,0.5490654205607477,0.5025380710659898,0.46762694602066057,0.4974,0.48343079922027293,0.5018939393939394,0.5597818535500904,0.5372,0.5036999999999999,0.46920289855072467,0.5041322314049587,0.5096068501018117,0.5152,0.4675,0.5076045627376425,0.4994882292732856,0.5376034034507209,0.5444,0.38049999999999995,0.5161290322580645,0.5233830845771145
23,1,0.5068,0.3743,0.6108949416342412,0.5511111111111111,0.4133791894261245,0.5088,0.5705765407554672,0.5121006776379478,0.532016213611497,0.5079,0.35409999999999997,0.4608879492600423,0.4932432432432432,0.5398722860791826,0.4832,0.5466,0.5471311475409836,0.5087719298245614,0.5212497990245993,0.5214,0.5366,0.4969939879759519,0.4834070796460177
